;地图	坐标X	坐标Y	怪物名字	范围	数量	0	集中刷新坐标机率	名字颜色(0~255)	内功怪物(0,1)	国家ID		
神之领域	478	489	裁决者[极恶]	300	8	10	0	254				
神之领域	478	489	裁决を不败神兵·[残暴]	300	8	10	0	161				
神之领域	478	489	裁决を夺命巫师·[残暴]	300	4	10	0	241				
神之领域	478	489	裁决を恐怖巨魔·[残暴]	300	1	20	0	243				
神之领域	478	489	神之护卫[极恶]	300	8	10	0	254				
神之领域	478	489	沉眠≮石狮兽≯·[残暴]	300	8	10	0	161				
神之领域	478	489	沉眠≮火狮兽≯·[恐惧]	300	4	10	0	241				
神之领域	478	489	沉眠≮大魔神≯·[憎恨]	300	1	20	0	243				
神之领域	478	489	妖魔鬼怪[极恶]	300	8	10	0	254				
神之领域	478	489	魔·犬王·[暴]	300	8	10	0	161				
神之领域	478	489	鬼·尸皇·[恐]	300	4	10	0	241				
神之领域	478	489	妖·白虎·[皇]	300	1	20	0	243				
神之领域	478	489	阴阳使者[极恶]	300	8	10	0	254				
神之领域	478	489	阴阳·圣兽·[幽]	300	8	10	0	161				
神之领域	478	489	阴阳·龙龟·[躲]	300	4	10	0	241				
神之领域	478	489	冥界·珠王·[锁]	300	1	20	0	243				
神之领域	478	489	镇妖守卫[极恶]	300	8	10	0	254				
神之领域	478	489	妖·殿·将·军	300	8	10	0	161				
神之领域	478	489	灭·天·灭·地	300	4	10	0	241				
神之领域	478	489	≮冰·封·万·里≯	300	1	20	0	243				
神之领域	478	489	主神将领[极恶]	300	8	10	0	254				
神之领域	478	489	冰封神★★★★★★	300	8	10	0	161				
神之领域	478	489	幽冥法老◎◎◎◎◎◎	300	4	10	0	241				
神之领域	478	489	狂∞∞∞∞∞神	300	1	20	0	243				
神之领域	478	489	恶魔将领[极恶]	300	8	10	0	254				
神之领域	478	489	恐怖如斯·法老	300	8	10	0	161				
神之领域	478	489	休斯敦坦丁·恶	300	4	10	0	241				
神之领域	478	489	十万年前的·黄金龙	300	1	20	0	243				
神之领域	478	489	风云使者[极恶]	300	8	10	0	254				
神之领域	478	489	雪山·冰封神魔	300	8	10	0	161				
神之领域	478	489	风云神龙·控	300	4	10	0	241				
神之领域	478	489	域外神珠·克里斯	300	1	20	0	243				
神之领域	478	489	禁地守卫[极恶]	300	8	10	0	254				
神之领域	478	489	魔龙教主·封印	300	8	10	0	161				
神之领域	478	489	牛魔王·封印	300	4	10	0	241				
神之领域	478	489	雪域魔王·神·疯狂	300	1	20	0	243				
神之领域	478	489	守护者[极恶]	300	8	10	0	254				
神之领域	478	489	魂·天地同寿	300	8	10	0	161				
神之领域	478	489	毒·天启巫师	300	4	10	0	241				
神之领域	478	489	力量·向天再借五百年	300	1	20	0	243				
神之领域	478	489	天之子[极恶]	300	8	10	0	254				
神之领域	478	489	天之子·铁面巫神	300	8	10	0	161				
神之领域	478	489	天之子·金刚佛	300	4	10	0	241				
神之领域	478	489	天之子·兽面佛	300	1	20	0	243				
;-------死亡虫穴---------首饰盒						0						
死亡虫穴一层	339	117	上古异虫[极恶]	400	20	3	0	254	0	0		
死亡虫穴一层	339	117	瘟疫⌒毒狗·[残暴]	400	20	3	0	161	0	0		
死亡虫穴一层	339	117	彝族⌒女巫·[恐惧]	400	20	3	0	241	0	0		
死亡虫穴一层	339	117	镰刀⌒控魂师·[憎恨]	400	2	6	0	243	0	0		
死亡虫穴一层	82	208	上古异虫[极恶]	400	20	3	0	254	0	0		
死亡虫穴一层	82	208	瘟疫⌒毒狗·[残暴]	400	20	3	0	161	0	0		
死亡虫穴一层	82	208	彝族⌒女巫·[恐惧]	400	20	3	0	241	0	0		
死亡虫穴一层	82	208	镰刀⌒控魂师·[憎恨]	400	2	6	0	243	0	0		
死亡虫穴一层	190	200	上古异虫[极恶]	400	20	3	0	254	0	0		
死亡虫穴一层	190	200	瘟疫⌒毒狗·[残暴]	400	20	3	0	161	0	0		
死亡虫穴一层	190	200	彝族⌒女巫·[恐惧]	400	20	3	0	241	0	0		
死亡虫穴一层	190	200	镰刀⌒控魂师·[憎恨]	400	2	6	0	243	0	0		
死亡虫穴一层	339	117	上古异虫[极恶]	400	20	3	0	254				
死亡虫穴一层	339	117	瘟疫⌒毒狗·[残暴]	400	20	3	0	161				
死亡虫穴一层	339	117	彝族⌒女巫·[恐惧]	400	20	3	0	241				
死亡虫穴一层	339	117	镰刀⌒控魂师·[憎恨]	400	2	6	0	243				
死亡虫穴一层	82	208	上古异虫[极恶]	400	20	3	0	254				
死亡虫穴一层	82	208	瘟疫⌒毒狗·[残暴]	400	20	3	0	161				
死亡虫穴一层	82	208	彝族⌒女巫·[恐惧]	400	20	3	0	241				
死亡虫穴一层	82	208	镰刀⌒控魂师·[憎恨]	400	2	6	0	243				
死亡虫穴一层	190	200	上古异虫[极恶]	400	20	3	0	254				
死亡虫穴一层	190	200	瘟疫⌒毒狗·[残暴]	400	20	3	0	161				
死亡虫穴一层	190	200	彝族⌒女巫·[恐惧]	400	20	3	0	241				
死亡虫穴一层	190	200	镰刀⌒控魂师·[憎恨]	400	2	6	0	243				
死亡虫穴	75	75	上古异虫[极恶]	100	20	3	0	254	0	0		
死亡虫穴	75	75	瘟疫⌒毒狗·[残暴]	100	20	3	0	161	0	0		
死亡虫穴	75	75	彝族⌒女巫·[恐惧]	100	20	3	0	241	0	0		
死亡虫穴	75	75	镰刀⌒控魂师·[憎恨]	100	3	3	0	243	0	0		
死亡虫穴	75	75	上古异虫[极恶]	100	20	3	0	254				
死亡虫穴	75	75	瘟疫⌒毒狗·[残暴]	100	20	3	0	161				
死亡虫穴	75	75	彝族⌒女巫·[恐惧]	100	20	3	0	241				
死亡虫穴	75	75	镰刀⌒控魂师·[憎恨]	100	3	3	0	243				
死亡虫穴	75	75	★★★鎏詍慑魔天尊★★★	200	2	6	0	249				
死亡虫穴	75	75	清风送礼[福利BOSS]9	1	1	12	0	253				
;------幽灵船舱------首饰盒						0						
幽灵船	40	40	幽灵骸骨[极恶]	100	15	3	0	254	0	0		
幽灵船	40	40	骸骨￡法师·[残暴]	100	15	3	0	161	0	0		
幽灵船	40	40	黑夜￡提灯者·[恐惧]	100	15	3	0	241	0	0		
幽灵船	60	60	暗黑￡幽冥尊者·[憎恨]	100	1	6	0	243	0	0		
幽灵船	40	40	幽灵骸骨[极恶]	100	15	3	0	254				
幽灵船	40	40	骸骨￡法师·[残暴]	100	15	3	0	161				
幽灵船	40	40	黑夜￡提灯者·[恐惧]	100	15	3	0	241				
幽灵船	60	60	暗黑￡幽冥尊者·[憎恨]	100	1	6	0	243				
幽灵船舱	60	60	幽灵骸骨[极恶]	100	20	3	0	254	0	0		
幽灵船舱	60	60	骸骨￡法师·[残暴]	100	20	3	0	161	0	0		
幽灵船舱	60	60	黑夜￡提灯者·[恐惧]	100	20	3	0	241	0	0		
幽灵船舱	60	60	暗黑￡幽冥尊者·[憎恨]	100	2	3	0	243	0	0		
幽灵船舱	60	60	幽灵骸骨[极恶]	100	20	3	0	254				
幽灵船舱	60	60	骸骨￡法师·[残暴]	100	20	3	0	161				
幽灵船舱	60	60	黑夜￡提灯者·[恐惧]	100	20	3	0	241				
幽灵船舱	60	60	暗黑￡幽冥尊者·[憎恨]	100	2	3	0	243				
幽灵船舱	60	60	★★毒龙鳞青风蝎★★★	120	2	6	0	249				
幽灵船舱	60	60	清风送礼[福利BOSS]9	1	1	12	0	253				
;-----地狱之门-----首饰盒						0						
地狱长廊	95	284	地狱守卫[极恶]	100	30	3	0	254	0	0		
地狱长廊	95	284	地狱も蜥蜴·[残暴]	100	30	3	0	161	0	0		
地狱长廊	95	284	地狱も白色恶魔·[残暴]	100	30	3	0	241	0	0		
地狱长廊	95	284	地狱も精灵王·[残暴]	100	2	6	0	243	0	0		
地狱长廊	244	123	地狱守卫[极恶]	100	30	3	0	254	0	0		
地狱长廊	244	123	地狱も蜥蜴·[残暴]	100	30	3	0	161	0	0		
地狱长廊	244	123	地狱も白色恶魔·[残暴]	100	30	3	0	241	0	0		
地狱长廊	244	123	地狱も精灵王·[残暴]	100	2	6	0	243	0	0		
地狱长廊	318	176	地狱守卫[极恶]	100	30	3	0	254	0	0		
地狱长廊	318	176	地狱も蜥蜴·[残暴]	100	30	3	0	161	0	0		
地狱长廊	318	176	地狱も白色恶魔·[残暴]	100	30	3	0	241	0	0		
地狱长廊	318	176	地狱も精灵王·[残暴]	100	2	6	0	243	0	0		
地狱长廊	95	284	地狱守卫[极恶]	100	30	3	0	254				
地狱长廊	95	284	地狱も蜥蜴·[残暴]	100	30	3	0	161				
地狱长廊	95	284	地狱も白色恶魔·[残暴]	100	30	3	0	241				
地狱长廊	95	284	地狱も精灵王·[残暴]	100	2	6	0	243				
地狱长廊	244	123	地狱守卫[极恶]	100	30	3	0	254				
地狱长廊	244	123	地狱も蜥蜴·[残暴]	100	30	3	0	161				
地狱长廊	244	123	地狱も白色恶魔·[残暴]	100	30	3	0	241				
地狱长廊	244	123	地狱も精灵王·[残暴]	100	2	6	0	243				
地狱长廊	318	176	地狱守卫[极恶]	100	30	3	0	254				
地狱长廊	318	176	地狱も蜥蜴·[残暴]	100	30	3	0	161				
地狱长廊	318	176	地狱も白色恶魔·[残暴]	100	30	3	0	241				
地狱长廊	318	176	地狱も精灵王·[残暴]	100	2	6	0	243				
地狱之门	100	100	地狱守卫[极恶]	100	20	3	0	254	0	0		
地狱之门	100	100	地狱も蜥蜴·[残暴]	100	20	3	0	161	0	0		
地狱之门	100	100	地狱も白色恶魔·[残暴]	100	20	3	0	241	0	0		
地狱之门	100	100	地狱も精灵王·[残暴]	100	3	3	0	243	0	0		
地狱之门	100	100	地狱守卫[极恶]	100	20	3	0	254				
地狱之门	100	100	地狱も蜥蜴·[残暴]	100	20	3	0	161				
地狱之门	100	100	地狱も白色恶魔·[残暴]	100	20	3	0	241				
地狱之门	100	100	地狱も精灵王·[残暴]	100	3	3	0	243				
地狱之门	100	100	★★★五爪金龙★★★	200	2	6	0	249				
地狱之门	100	100	清风送礼[福利BOSS]9	1	1	12	0	253				
;-------阴阳两界-------次终极武器						0						
阴阳两界1	100	100	阴阳使者[极恶]	400	20	3	0	254	0	0		
阴阳两界1	100	100	阴阳·圣兽·[幽]	400	20	3	0	161	0	0		
阴阳两界1	100	100	阴阳·龙龟·[躲]	400	20	3	0	241	0	0		
阴阳两界1	100	100	冥界·珠王·[锁]	400	3	6	0	243	0	0		
阴阳两界1	100	100	阴阳使者[极恶]	400	20	3	0	254				
阴阳两界1	100	100	阴阳·圣兽·[幽]	400	20	3	0	161				
阴阳两界1	100	100	阴阳·龙龟·[躲]	400	20	3	0	241				
阴阳两界1	100	100	冥界·珠王·[锁]	400	3	6	0	243				
阴阳两界2	100	100	阴阳使者[极恶]	400	20	3	0	254	0	0		
阴阳两界2	100	100	阴阳·圣兽·[幽]	400	20	3	0	161	0	0		
阴阳两界2	100	100	阴阳·龙龟·[躲]	400	20	3	0	241	0	0		
阴阳两界2	100	100	冥界·珠王·[锁]	400	3	6	0	243	0	0		
阴阳两界2	100	100	阴阳使者[极恶]	400	20	3	0	254				
阴阳两界2	100	100	阴阳·圣兽·[幽]	400	20	3	0	161				
阴阳两界2	100	100	阴阳·龙龟·[躲]	400	20	3	0	241				
阴阳两界2	100	100	冥界·珠王·[锁]	400	3	6	0	243				
阴阳两界2	100	100	★★★天雷灭界鬼祖★★★	200	2	6	0	249				
阴阳两界2	100	100	清风送礼[福利BOSS]9	1	1	12	0	253				
;-------镇妖祭坛-----终极武器						0						
镇妖阁1	17	24	镇妖守卫[极恶]	100	5	3	0	254	0	0		
镇妖阁1	17	24	妖·殿·将·军	100	5	3	0	161	0	0		
镇妖阁1	17	24	灭·天·灭·地	100	5	3	0	241	0	0		
镇妖阁1	17	24	≮冰·封·万·里≯	100	1	6	0	243	0	0		
镇妖阁2	17	24	镇妖守卫[极恶]	100	5	3	0	254	0	0		
镇妖阁2	17	24	妖·殿·将·军	100	5	3	0	161	0	0		
镇妖阁2	17	24	灭·天·灭·地	100	5	3	0	241	0	0		
镇妖阁2	17	24	≮冰·封·万·里≯	100	1	6	0	243	0	0		
镇妖阁3	17	24	镇妖守卫[极恶]	100	5	3	0	254	0	0		
镇妖阁3	17	24	妖·殿·将·军	100	5	3	0	161	0	0		
镇妖阁3	17	24	灭·天·灭·地	100	5	3	0	241	0	0		
镇妖阁3	17	24	≮冰·封·万·里≯	100	1	6	0	243	0	0		
镇妖阁4	17	24	镇妖守卫[极恶]	100	5	3	0	254	0	0		
镇妖阁4	17	24	妖·殿·将·军	100	5	3	0	161	0	0		
镇妖阁4	17	24	灭·天·灭·地	100	5	3	0	241	0	0		
镇妖阁4	17	24	≮冰·封·万·里≯	100	1	6	0	243	0	0		
镇妖阁5	17	24	镇妖守卫[极恶]	100	5	3	0	254	0	0		
镇妖阁5	17	24	妖·殿·将·军	100	5	3	0	161	0	0		
镇妖阁5	17	24	灭·天·灭·地	100	5	3	0	241	0	0		
镇妖阁5	17	24	≮冰·封·万·里≯	100	1	6	0	243	0	0		
镇妖阁1	17	24	镇妖守卫[极恶]	100	5	3	0	254				
镇妖阁1	17	24	妖·殿·将·军	100	5	3	0	161				
镇妖阁1	17	24	灭·天·灭·地	100	5	3	0	241				
镇妖阁1	17	24	≮冰·封·万·里≯	100	1	6	0	243				
镇妖阁2	17	24	镇妖守卫[极恶]	100	5	3	0	254				
镇妖阁2	17	24	妖·殿·将·军	100	5	3	0	161				
镇妖阁2	17	24	灭·天·灭·地	100	5	3	0	241				
镇妖阁2	17	24	≮冰·封·万·里≯	100	1	6	0	243				
镇妖阁3	17	24	镇妖守卫[极恶]	100	5	3	0	254				
镇妖阁3	17	24	妖·殿·将·军	100	5	3	0	161				
镇妖阁3	17	24	灭·天·灭·地	100	5	3	0	241				
镇妖阁3	17	24	≮冰·封·万·里≯	100	1	6	0	243				
镇妖阁4	17	24	镇妖守卫[极恶]	100	5	3	0	254				
镇妖阁4	17	24	妖·殿·将·军	100	5	3	0	161				
镇妖阁4	17	24	灭·天·灭·地	100	5	3	0	241				
镇妖阁4	17	24	≮冰·封·万·里≯	100	1	6	0	243				
镇妖阁5	17	24	镇妖守卫[极恶]	100	5	3	0	254				
镇妖阁5	17	24	妖·殿·将·军	100	5	3	0	161				
镇妖阁5	17	24	灭·天·灭·地	100	5	3	0	241				
镇妖阁5	17	24	≮冰·封·万·里≯	100	1	6	0	243				
镇妖祭坛	100	100	镇妖守卫[极恶]	200	20	3	0	254	0	0		
镇妖祭坛	100	100	妖·殿·将·军	200	20	3	0	161	0	0		
镇妖祭坛	100	100	灭·天·灭·地	200	20	3	0	241	0	0		
镇妖祭坛	100	100	≮冰·封·万·里≯	200	3	3	0	243	0	0		
镇妖祭坛	100	100	镇妖守卫[极恶]	200	20	3	0	254				
镇妖祭坛	100	100	妖·殿·将·军	200	20	3	0	161				
镇妖祭坛	100	100	灭·天·灭·地	200	20	3	0	241				
镇妖祭坛	100	100	≮冰·封·万·里≯	200	3	3	0	243				
镇妖祭坛	100	100	★★★万古青天大帝★★★	200	2	6	0	249				
镇妖祭坛	100	100	清风送礼[福利BOSS]9	1	1	12	0	253				
;-------天眼幻境---------次终极衣服						0						
天眼幻境1	90	90	幻境守卫[极恶]	200	30	3	0	254	0	0		
天眼幻境1	90	90	幻の雕像·[残暴]	200	30	3	0	161	0	0		
天眼幻境1	90	90	幻の巫师·[恐惧]	200	30	3	0	241	0	0		
天眼幻境1	90	90	幻の鬼王·[憎恨]	200	3	6	0	243	0	0		
天眼幻境1	90	90	幻境守卫[极恶]	200	30	3	0	254				
天眼幻境1	90	90	幻の雕像·[残暴]	200	30	3	0	161				
天眼幻境1	90	90	幻の巫师·[恐惧]	200	30	3	0	241				
天眼幻境1	90	90	幻の鬼王·[憎恨]	200	3	6	0	243				
天眼幻境2	70	56	幻境守卫[极恶]	200	20	3	0	254	0	0		
天眼幻境2	70	56	幻の雕像·[残暴]	200	20	3	0	161	0	0		
天眼幻境2	70	56	幻の巫师·[恐惧]	200	20	3	0	241	0	0		
天眼幻境2	70	56	幻の鬼王·[憎恨]	200	2	3	0	243	0	0		
天眼幻境2	70	56	幻境守卫[极恶]	200	20	3	0	254				
天眼幻境2	70	56	幻の雕像·[残暴]	200	20	3	0	161				
天眼幻境2	70	56	幻の巫师·[恐惧]	200	20	3	0	241				
天眼幻境2	70	56	幻の鬼王·[憎恨]	200	2	3	0	243				
天眼幻境2	70	56	★★★黑暗主宰★★★	200	2	6	0	249				
天眼幻境2	70	56	清风送礼[福利BOSS]9	1	1	12	0	253				
;-------摄魂大殿---------终极衣服						0						
摄魂路	154	161	摄魂祭祀[极恶]	200	30	3	0	254	0	0		
摄魂路	154	161	摄魂￠狂战士·[残暴]	200	30	3	0	161	0	0		
摄魂路	154	161	摄魂￠魔石·[恐惧]	200	30	3	0	241	0	0		
摄魂路	154	161	摄魂大祭司·[憎恨]	200	2	6	0	243	0	0		
摄魂路	320	326	摄魂祭祀[极恶]	200	30	3	0	254	0	0		
摄魂路	320	326	摄魂￠狂战士·[残暴]	200	30	3	0	161	0	0		
摄魂路	320	326	摄魂￠魔石·[恐惧]	200	30	3	0	241	0	0		
摄魂路	320	326	摄魂大祭司·[憎恨]	200	2	6	0	243	0	0		
摄魂路	154	161	摄魂祭祀[极恶]	200	30	3	0	254				
摄魂路	154	161	摄魂￠狂战士·[残暴]	200	30	3	0	161				
摄魂路	154	161	摄魂￠魔石·[恐惧]	200	30	3	0	241				
摄魂路	154	161	摄魂大祭司·[憎恨]	200	2	6	0	243				
摄魂路	320	326	摄魂祭祀[极恶]	200	30	3	0	254				
摄魂路	320	326	摄魂￠狂战士·[残暴]	200	30	3	0	161				
摄魂路	320	326	摄魂￠魔石·[恐惧]	200	30	3	0	241				
摄魂路	320	326	摄魂大祭司·[憎恨]	200	2	6	0	243				
摄魂大殿	100	100	摄魂祭祀[极恶]	100	30	3	0	254	0	0		
摄魂大殿	100	100	摄魂￠狂战士·[残暴]	100	20	3	0	161	0	0		
摄魂大殿	100	100	摄魂￠魔石·[恐惧]	100	20	3	0	241	0	0		
摄魂大殿	100	100	摄魂大祭司·[憎恨]	100	2	3	0	243	0	0		
摄魂大殿	100	100	摄魂祭祀[极恶]	100	30	3	0	254				
摄魂大殿	100	100	摄魂￠狂战士·[残暴]	100	20	3	0	161				
摄魂大殿	100	100	摄魂￠魔石·[恐惧]	100	20	3	0	241				
摄魂大殿	100	100	摄魂大祭司·[憎恨]	100	2	3	0	243				
摄魂大殿	100	100	★★★邪皇祖师★★★	200	2	6	0	249				
摄魂大殿	100	100	清风送礼[福利BOSS]9	1	1	12	0	253				
;-------绝望之地---------靴子						0						
绝望裂痕	288	166	绝望暴徒[极恶]	200	20	3	0	254	0	0		
绝望裂痕	288	166	绝望々魔蝎·[残暴]	200	20	3	0	161	0	0		
绝望裂痕	288	166	绝望々可爱虎·[恐惧]	200	20	3	0	241	0	0		
绝望裂痕	288	166	绝望々毒蜂王·[憎恨]	200	3	6	0	243	0	0		
绝望裂痕	135	293	绝望暴徒[极恶]	200	20	3	0	254	0	0		
绝望裂痕	135	293	绝望々魔蝎·[残暴]	200	20	3	0	161	0	0		
绝望裂痕	135	293	绝望々可爱虎·[恐惧]	200	20	3	0	241	0	0		
绝望裂痕	135	293	绝望々毒蜂王·[憎恨]	200	3	6	0	243	0	0		
绝望裂痕	288	166	绝望暴徒[极恶]	200	20	3	0	254				
绝望裂痕	288	166	绝望々魔蝎·[残暴]	200	20	3	0	161				
绝望裂痕	288	166	绝望々可爱虎·[恐惧]	200	20	3	0	241				
绝望裂痕	288	166	绝望々毒蜂王·[憎恨]	200	3	6	0	243				
绝望裂痕	135	293	绝望暴徒[极恶]	200	20	3	0	254				
绝望裂痕	135	293	绝望々魔蝎·[残暴]	200	20	3	0	161				
绝望裂痕	135	293	绝望々可爱虎·[恐惧]	200	20	3	0	241				
绝望裂痕	135	293	绝望々毒蜂王·[憎恨]	200	3	6	0	243				
绝望之地	50	50	绝望暴徒[极恶]	100	20	3	0	254	0	0		
绝望之地	50	50	绝望々魔蝎·[残暴]	100	20	3	0	161	0	0		
绝望之地	50	50	绝望々可爱虎·[恐惧]	100	20	3	0	241	0	0		
绝望之地	50	50	绝望々毒蜂王·[憎恨]	100	2	3	0	243	0	0		
绝望之地	50	50	绝望暴徒[极恶]	100	20	3	0	254				
绝望之地	50	50	绝望々魔蝎·[残暴]	100	20	3	0	161				
绝望之地	50	50	绝望々可爱虎·[恐惧]	100	20	3	0	241				
绝望之地	50	50	绝望々毒蜂王·[憎恨]	100	2	3	0	243				
绝望之地	50	50	★★★神炎之王★★★	100	2	6	0	249				
绝望之地	50	50	清风送礼[福利BOSS]9	1	1	12	0	253				
;----悟道场------腰带						0						
修身之路	179	114	守护者[极恶]	100	20	3	0	254	0	0		
修身之路	179	114	魂·天地同寿	100	20	3	0	161	0	0		
修身之路	179	114	毒·天启巫师	100	20	3	0	241	0	0		
修身之路	179	114	力量·向天再借五百年	100	3	6	0	243	0	0		
修身之路	95	195	守护者[极恶]	100	20	3	0	254	0	0		
修身之路	95	195	魂·天地同寿	100	20	3	0	161	0	0		
修身之路	95	195	毒·天启巫师	100	20	3	0	241	0	0		
修身之路	95	195	力量·向天再借五百年	100	3	6	0	243	0	0		
修身之路	179	114	守护者[极恶]	100	20	3	0	254				
修身之路	179	114	魂·天地同寿	100	20	3	0	161				
修身之路	179	114	毒·天启巫师	100	20	3	0	241				
修身之路	179	114	力量·向天再借五百年	100	3	6	0	243				
修身之路	95	195	守护者[极恶]	100	20	3	0	254				
修身之路	95	195	魂·天地同寿	100	20	3	0	161				
修身之路	95	195	毒·天启巫师	100	20	3	0	241				
修身之路	95	195	力量·向天再借五百年	100	3	6	0	243				
悟道场	100	100	守护者[极恶]	200	20	3	0	254	0	0		
悟道场	100	100	魂·天地同寿	200	20	3	0	161	0	0		
悟道场	100	100	毒·天启巫师	200	20	3	0	241	0	0		
悟道场	100	100	力量·向天再借五百年	200	2	3	0	243	0	0		
悟道场	100	100	守护者[极恶]	200	20	3	0	254				
悟道场	100	100	魂·天地同寿	200	20	3	0	161				
悟道场	100	100	毒·天启巫师	200	20	3	0	241				
悟道场	100	100	力量·向天再借五百年	200	2	3	0	243				
悟道场	100	100	★★★剑主苍穹★★★	200	2	6	0	249				
悟道场	100	100清风送礼[福利BOSS]9	1	1	120	0	253					
;-----神之墓地------次终极项链						0						
神墓通道	241	204	主神将领[极恶]	100	20	3	0	254	0	0		
神墓通道	241	204	冰封神★★★★★★	100	20	3	0	161	0	0		
神墓通道	241	204	幽冥法老◎◎◎◎◎◎	100	20	3	0	241	0	0		
神墓通道	241	204	狂∞∞∞∞∞神	100	2	6	0	243	0	0		
神墓通道	92	160	主神将领[极恶]	100	20	3	0	254	0	0		
神墓通道	92	160	冰封神★★★★★★	100	20	3	0	161	0	0		
神墓通道	92	160	幽冥法老◎◎◎◎◎◎	100	20	3	0	241	0	0		
神墓通道	92	160	狂∞∞∞∞∞神	100	2	6	0	243	0	0		
神墓通道	241	204	主神将领[极恶]	100	20	3	0	254				
神墓通道	241	204	冰封神★★★★★★	100	20	3	0	161				
神墓通道	241	204	幽冥法老◎◎◎◎◎◎	100	20	3	0	241				
神墓通道	241	204	狂∞∞∞∞∞神	100	2	6	0	243				
神墓通道	92	160	主神将领[极恶]	100	20	3	0	254				
神墓通道	92	160	冰封神★★★★★★	100	20	3	0	161				
神墓通道	92	160	幽冥法老◎◎◎◎◎◎	100	20	3	0	241				
神墓通道	92	160	狂∞∞∞∞∞神	100	2	6	0	243				
神之墓地	52	57	主神将领[极恶]	200	15	3	0	254	0	0		
神之墓地	52	57	冰封神★★★★★★	200	15	6	0	161	0	0		
神之墓地	52	57	幽冥法老◎◎◎◎◎◎	200	15	3	0	241	0	0		
神之墓地	52	57	狂∞∞∞∞∞神	200	2	3	0	243	0	0		
神之墓地	52	57	主神将领[极恶]	200	15	3	0	254				
神之墓地	52	57	冰封神★★★★★★	200	15	6	0	161				
神之墓地	52	57	幽冥法老◎◎◎◎◎◎	200	15	3	0	241				
神之墓地	52	57	狂∞∞∞∞∞神	200	2	3	0	243				
神之墓地	52	57	★★★元始天尊★★★	200	2	6	0	249				
神之墓地	52	57	清风送礼[福利BOSS]9	1	1	12	0	253				
;-------诛仙战场-------终极项链						0						
战场前线	148	155	恶魔将领[极恶]	100	20	3	0	254	0	0		
战场前线	148	155	恐怖如斯·法老	100	20	3	0	161	0	0		
战场前线	148	155	休斯敦坦丁·恶	100	20	3	0	241	0	0		
战场前线	148	155	十万年前的·黄金龙	100	3	6	0	243	0	0		
战场前线	289	340	恶魔将领[极恶]	100	20	3	0	254	0	0		
战场前线	289	340	恐怖如斯·法老	100	20	3	0	161	0	0		
战场前线	289	340	休斯敦坦丁·恶	100	20	3	0	241	0	0		
战场前线	289	340	十万年前的·黄金龙	100	3	6	0	243	0	0		
战场前线	148	155	恶魔将领[极恶]	100	20	3	0	254				
战场前线	148	155	恐怖如斯·法老	100	20	3	0	161				
战场前线	148	155	休斯敦坦丁·恶	100	20	3	0	241				
战场前线	148	155	十万年前的·黄金龙	100	3	6	0	243				
战场前线	289	340	恶魔将领[极恶]	100	20	3	0	254				
战场前线	289	340	恐怖如斯·法老	100	20	3	0	161				
战场前线	289	340	休斯敦坦丁·恶	100	20	3	0	241				
战场前线	289	340	十万年前的·黄金龙	100	3	6	0	243				
诛仙战场	100	100	恶魔将领[极恶]	150	20	3	0	254	0	0		
诛仙战场	100	100	恐怖如斯·法老	150	20	3	0	161	0	0		
诛仙战场	100	100	休斯敦坦丁·恶	150	20	3	0	241	0	0		
诛仙战场	100	100	十万年前的·黄金龙	150	2	3	0	243	0	0		
诛仙战场	100	100	恶魔将领[极恶]	150	20	3	0	254				
诛仙战场	100	100	恐怖如斯·法老	150	20	3	0	161				
诛仙战场	100	100	休斯敦坦丁·恶	150	20	3	0	241				
诛仙战场	100	100	十万年前的·黄金龙	150	2	3	0	243				
诛仙战场	100	100	★★★道德天尊★★★	200	1	6	0	249				
诛仙战场	100	100	清风送礼[福利BOSS]9	1	1	12	0	253				
;-------风云之地------次终极手镯						0						
风云之路	268	230	风云使者[极恶]	100	20	3	0	254	0	0		
风云之路	268	230	雪山·冰封神魔	100	20	3	0	161	0	0		
风云之路	268	230	风云神龙·控	100	20	3	0	241	0	0		
风云之路	268	230	域外神珠·克里斯	100	2	6	0	243	0	0		
风云之路	147	146	风云使者[极恶]	100	20	3	0	254	0	0		
风云之路	147	146	雪山·冰封神魔	100	20	3	0	161	0	0		
风云之路	147	146	风云神龙·控	100	20	3	0	241	0	0		
风云之路	147	146	域外神珠·克里斯	100	2	6	0	243	0	0		
风云之路	268	230	风云使者[极恶]	100	20	3	0	254				
风云之路	268	230	雪山·冰封神魔	100	20	3	0	161				
风云之路	268	230	风云神龙·控	100	20	3	0	241				
风云之路	268	230	域外神珠·克里斯	100	2	6	0	243				
风云之路	147	146	风云使者[极恶]	100	20	3	0	254				
风云之路	147	146	雪山·冰封神魔	100	20	3	0	161				
风云之路	147	146	风云神龙·控	100	20	3	0	241				
风云之路	147	146	域外神珠·克里斯	100	2	6	0	243				
风云之地	127	112	风云使者[极恶]	100	20	3	0	254	0	0		
风云之地	127	112	雪山·冰封神魔	100	20	3	0	161	0	0		
风云之地	127	112	风云神龙·控	100	20	3	0	241	0	0		
风云之地	127	112	域外神珠·克里斯	100	2	3	0	243	0	0		
风云之地	127	112	风云使者[极恶]	100	20	3	0	254				
风云之地	127	112	雪山·冰封神魔	100	20	3	0	161				
风云之地	127	112	风云神龙·控	100	20	3	0	241				
风云之地	127	112	域外神珠·克里斯	100	2	3	0	243				
